customer_id,age,gender,city,employment_type,income,loan_amount,loan_tenure_months,interest_rate,credit_score,existing_loans,default_history,collateral_value,loan_purpose,loan_date,loan_status,debt_to_income_ratio,monthly_emi,risk_flag
CUST_00035,47,Male,Jaipur,Unemployed,124653.16,1209808.85,24,12.87,373,0,0,1370859.88,Personal,05-12-2021,Approved,9.705400569,? 57442.67,Medium Risk
CUST_00036,55,Male,Pune,Unemployed,295180.49,908244.52,84,7.8,640,1,1,195540.8,Personal,02-11-2022,Defaulted,3.076912434,? 14065.76,Medium Risk
CUST_00037,47,Male,Delhi,Salaried,1594090.5,731944.91,84,13.43,603,4,0,0,Home,05-03-2021,Approved,0.459161453,? 13487.22,Medium Risk
CUST_00038,30,Male,Kolkata,Salaried,334646.03,1020715.32,60,17.93,791,1,0,1251196.12,Home,02-12-2021,Approved,3.050134257,? 25880.61,Low Risk
CUST_00039,45,Male,Hyderabad,Salaried,343653.32,160194.89,84,16.64,654,0,0,1400092.17,Home,05-03-2024,Approved,0.466152604,? 3240.47,Low Risk
CUST_00040,44,Male,Chennai,Salaried,1028242.62,68345.62,48,16.55,811,0,0,0,Personal,19-12-2024,Approved,0.066468379,? 1956.24,Low Risk
CUST_00041,55,Female,Kolkata,Salaried,1186969.47,681583.01,84,14.02,635,0,1,0,Business,13-07-2023,Rejected,0.57422118,? 12780.41,Medium Risk
CUST_00042,45,Male,Kolkata,Salaried,1337563.9,1283881.61,24,12.86,610,1,1,1232694.52,Business,13-02-2024,Defaulted,0.959865626,? 60953.68,Medium Risk
CUST_00043,36,Female,Kolkata,Unemployed,71403.24,699853.1,12,8.52,500,0,0,1204955.61,Personal,08-02-2024,Rejected,9.801419375,? 61047.52,Medium Risk
CUST_00044,42,Male,Kolkata,Salaried,1568090.24,442828.82,36,10.04,608,2,0,0,Education,28-01-2022,Approved,0.282400087,? 14297.16,Medium Risk
CUST_00045,39,Other,Hyderabad,Salaried,1531794.5,479557.37,36,9.47,796,0,0,1951160.37,Vehicle,22-08-2022,Approved,0.313068998,? 15354.91,Low Risk
CUST_00046,52,Male,Mumbai,Salaried,1776384.04,882393.12,48,12.77,685,0,0,1737273.63,Home,14-05-2021,Approved,0.49673556,? 23571.79,Low Risk
CUST_00047,57,Female,Delhi,Salaried,1370057.7,1491181.28,12,13.64,742,1,0,0,Vehicle,19-02-2023,Approved,1.088407649,? 133636.41,Low Risk
CUST_00048,48,Male,Lucknow,Salaried,1762283.33,137333.94,84,8.59,715,2,0,254256.18,Education,22-12-2021,Approved,0.077929546,? 2181.11,Low Risk
CUST_00049,23,Male,Ahmedabad,Salaried,994479.87,1069331.96,48,8.28,666,0,1,0,Vehicle,16-09-2024,Approved,1.075267577,? 26246.29,Medium Risk
CUST_00050,35,Female,Ahmedabad,Salaried,495119.71,1248615.18,12,8.16,616,2,0,0,Business,19-06-2023,Defaulted,2.52184503,? 108707.47,Medium Risk
CUST_00051,52,Male,Lucknow,Self-Employed,1094640.47,107798.14,48,15.58,740,1,1,1381166.9,Vehicle,17-04-2024,Approved,0.098478124,? 3031.89,Medium Risk
CUST_00052,38,Female,Bengaluru,Unemployed,218070.4,732226.19,84,12.36,482,0,0,1647065.39,Home,21-08-2023,Defaulted,3.357751396,? 13067.19,Medium Risk
CUST_00053,65,Male,Pune,Salaried,1439226.97,1229670.75,60,7.9,744,0,0,1567841.06,Vehicle,03-01-2021,Approved,0.854396684,? 24874.48,Low Risk
CUST_00054,33,Male,Lucknow,Salaried,1002520.87,1146842.57,84,12.36,644,0,1,647255.38,Personal,06-09-2021,Defaulted,1.143958799,? 20466.36,Medium Risk
CUST_00055,21,Female,Delhi,Self-Employed,1229073.54,375815.96,120,17.54,608,1,1,0,Personal,21-08-2022,Approved,0.305771744,? 6660.75,Medium Risk
CUST_00056,51,Male,Jaipur,Salaried,1719030.71,259730.85,24,17.64,633,1,0,0,Business,30-04-2023,Approved,0.151091454,? 12921.70,Medium Risk
CUST_00057,58,Female,Kolkata,Self-Employed,510683.1,1304627.86,48,13.42,790,0,0,965154.77,Business,22-01-2022,Approved,2.554672085,? 35272.47,Low Risk
CUST_00058,47,Male,Kolkata,Salaried,951050.44,1072580.43,120,11.69,702,4,0,0,Education,12-10-2023,Approved,1.12778501,? 15196.81,Low Risk
CUST_00059,49,Male,Kolkata,Salaried,1941101.1,72254.02,24,12.01,681,2,1,1941486.9,Business,30-06-2024,Approved,0.037223213,? 3401.59,Medium Risk
CUST_00060,64,Female,Pune,Self-Employed,1299883.14,1433502.41,84,15.41,670,2,0,229999.42,Business,11-04-2022,Approved,1.102793294,? 27992.72,Low Risk
CUST_00061,49,Male,Ahmedabad,Salaried,467353.31,1359964.89,12,11.07,591,0,0,563975.12,Personal,05-03-2024,Approved,2.909928872,? 120240.36,Medium Risk
CUST_00062,60,Female,Lucknow,Salaried,597617.9,1040545.14,48,17.54,579,0,0,585120.75,Home,11-08-2023,Approved,1.741154574,? 30316.47,Medium Risk
CUST_00063,58,Male,Pune,Self-Employed,363267.09,1050954.59,48,16.8,544,0,0,550690.83,Vehicle,06-01-2023,Approved,2.893063035,? 30216.70,Medium Risk
CUST_00064,63,Male,Mumbai,Unemployed,123807.69,870597.07,84,16.06,549,4,0,0,Business,17-04-2022,Rejected,7.031849718,? 17321.62,Medium Risk
CUST_00065,63,Female,Bengaluru,Salaried,1382250.39,960959.75,84,14.61,612,0,0,0,Education,04-07-2021,Approved,0.695213947,? 18333.77,Medium Risk
CUST_00066,33,Male,Jaipur,Salaried,1006355.26,1320867.87,36,13.34,617,3,0,1666910.64,Personal,28-08-2022,Approved,1.312526423,? 44721.88,Medium Risk
CUST_00067,35,Female,Pune,Salaried,495788.5,1452541.13,120,13.63,742,0,0,334818.6,Business,09-10-2024,Approved,2.929759625,? 22231.07,Low Risk
CUST_00068,61,Female,Delhi,Salaried,947743.35,1028513.01,48,7.78,689,3,0,0,Education,19-08-2024,Defaulted,1.085223136,? 25002.93,Low Risk
CUST_00069,29,Male,Mumbai,Self-Employed,1377673.31,491328.65,48,8.78,597,0,0,804921.88,Vehicle,09-05-2023,Approved,0.356636545,? 12175.47,Medium Risk
CUST_00070,62,Male,Kolkata,Self-Employed,1345308.61,942695.71,36,7.86,726,1,0,0,Business,23-07-2021,Approved,0.700728222,? 29479.81,Low Risk
CUST_00071,38,Male,Delhi,Salaried,1832883.56,1426065.64,120,12.5,682,2,0,0,Home,14-04-2021,Approved,0.778044864,? 20874.20,Low Risk
CUST_00072,57,Male,Jaipur,Salaried,514070.61,350378.19,24,16.44,677,0,0,0,Vehicle,06-01-2021,Approved,0.681576,? 17229.36,Low Risk
CUST_00073,28,Female,Mumbai,Unemployed,296881.83,241114.68,36,16.19,364,0,0,199558.13,Personal,14-12-2023,Defaulted,0.812157079,? 8499.51,Medium Risk
CUST_00074,44,Male,Delhi,Salaried,1062067.86,705407.86,24,17.9,664,0,0,0,Vehicle,10-09-2022,Approved,0.664183417,? 35182.78,Low Risk
CUST_00075,64,Male,Kolkata,Unemployed,65206.35,156561.54,12,11.04,429,0,1,0,Vehicle,29-01-2024,Approved,2.401016772,? 13840.09,High Risk
CUST_00076,39,Male,Lucknow,Salaried,1315566.15,673789.02,120,15.22,710,3,0,0,Education,31-05-2023,Approved,0.512166583,? 10961.53,Low Risk
CUST_00077,27,Male,Chennai,Salaried,876183.75,1014406.4,36,17.99,620,2,0,262192.28,Personal,17-07-2021,Approved,1.157755322,? 36668.13,Medium Risk
CUST_00078,24,Female,Jaipur,Salaried,521196.27,864440.9,84,8.84,723,1,0,0,Home,13-08-2022,Approved,1.658570772,? 13837.97,Low Risk
CUST_00079,35,Female,Chennai,Salaried,1282461.48,1275791.46,36,8.76,727,0,0,1165834.83,Vehicle,10-06-2024,Approved,0.994799048,? 40427.47,Low Risk
CUST_00080,63,Female,Ahmedabad,Salaried,1335291.36,91982.11,36,15.23,813,0,0,1752739.14,Vehicle,08-09-2024,Approved,0.068885423,? 3198.96,Low Risk
CUST_00081,34,Male,Kolkata,Salaried,1376392.42,544299.17,36,10.93,830,0,0,0,Home,15-11-2021,Approved,0.395453478,? 17801.62,Low Risk
CUST_00082,38,Male,Pune,Self-Employed,1059857.76,754209.47,48,12.06,661,0,0,310690.57,Vehicle,24-09-2023,Approved,0.711613858,? 19883.45,Low Risk
CUST_00083,34,Male,Hyderabad,Salaried,674881.34,1162656.81,120,10.31,726,0,1,0,Education,22-09-2021,Approved,1.722757381,? 15564.87,Medium Risk
CUST_00084,63,Female,Delhi,Self-Employed,825354.17,625753.2,84,7.97,626,0,0,0,Vehicle,30-05-2023,Approved,0.75816325,? 9743.77,Medium Risk
CUST_00085,41,Male,Lucknow,Self-Employed,713886.85,717140.51,84,17.62,645,0,0,1218855.45,Vehicle,11-06-2021,Approved,1.004557669,? 14913.44,Medium Risk
CUST_00086,42,Female,Delhi,Salaried,877172.58,790200.76,12,13.34,710,0,0,1920624.36,Education,29-04-2022,Defaulted,0.900849819,? 70704.69,Low Risk
CUST_00087,25,Male,Kolkata,Salaried,594948.34,722731.95,60,15.86,777,1,0,0,Vehicle,24-10-2022,Approved,1.214781018,? 17521.72,Low Risk
CUST_00088,25,Male,Ahmedabad,Self-Employed,353792.49,1204678.03,60,8.12,768,1,0,208091.1,Business,07-06-2021,Approved,3.405041272,? 24495.77,Low Risk
CUST_00089,58,Female,Mumbai,Unemployed,72574.13,702113.87,120,13.79,446,0,0,1919672.48,Personal,31-07-2021,Approved,9.674437296,? 10812.99,Medium Risk
CUST_00090,26,Male,Bengaluru,Self-Employed,1476220.53,106756.08,84,12.32,575,1,0,808418.77,Business,05-03-2023,Approved,0.072317163,? 1902.85,Medium Risk
CUST_00091,25,Male,Jaipur,Salaried,1316405.97,1033650.05,36,10.27,728,3,0,0,Education,14-11-2022,Defaulted,0.78520614,? 33484.16,Low Risk
CUST_00092,40,Female,Pune,Self-Employed,1387607.71,236979.9,84,17.82,489,0,0,0,Education,04-10-2024,Approved,0.170783067,? 4955.83,Medium Risk
CUST_00093,63,Male,Chennai,Unemployed,299291.03,76434.28,36,9.48,553,0,0,530431.79,Education,14-11-2021,Defaulted,0.255384466,? 2447.70,Medium Risk
CUST_00094,55,Female,Jaipur,Self-Employed,286540.03,104733.86,36,17.14,606,1,0,443607.34,Vehicle,06-12-2021,Approved,0.365512142,? 3741.35,Medium Risk
CUST_00095,60,Male,Kolkata,Salaried,919309,389304.27,24,10.9,659,2,0,0,Business,21-10-2024,Approved,0.423474882,? 18126.56,Low Risk
CUST_00096,39,Female,Jaipur,Unemployed,165419.99,814816.69,24,16.49,300,2,1,1318240.17,Business,10-02-2024,Approved,4.925745008,? 40086.99,High Risk
CUST_00097,31,Male,Jaipur,Self-Employed,846477.67,263655.55,48,8.51,659,3,0,0,Home,30-04-2023,Defaulted,0.311473721,? 6499.91,Low Risk
CUST_00098,26,Male,Mumbai,Salaried,700822.73,512093.07,12,16.73,723,1,0,645070.85,Personal,26-11-2024,Approved,0.730702713,? 46639.73,Low Risk
CUST_00099,22,Male,Bengaluru,Self-Employed,783298.67,845766.16,84,14.2,467,1,0,331511.86,Education,10-05-2023,Approved,1.079749261,? 15943.26,Medium Risk
CUST_00100,52,Female,Mumbai,Self-Employed,234789.65,966334.67,60,10.16,485,0,0,0,Education,14-03-2024,Rejected,4.115746456,? 20607.91,Medium Risk
CUST_00101,54,Male,Jaipur,Self-Employed,265578.84,853520.33,48,17.11,666,0,0,1519901.52,Business,19-05-2021,Approved,3.213811499,? 24676.97,Low Risk
CUST_00102,58,Female,Chennai,Self-Employed,998146.9,243443.91,36,13.51,624,2,1,0,Personal,25-11-2024,Approved,0.243895873,? 8262.52,Medium Risk
CUST_00103,23,Male,Mumbai,Salaried,529249.39,1197108.36,12,10.97,659,0,0,0,Personal,03-06-2022,Defaulted,2.261898422,? 105785.67,Low Risk
CUST_00104,24,Female,Chennai,Self-Employed,536249.71,446164.08,120,11.55,395,3,0,0,Personal,26-11-2022,Approved,0.832008058,? 6285.63,Medium Risk
CUST_00105,26,Female,Delhi,Salaried,1145789.77,674380.37,120,9.49,786,0,0,661715.9,Personal,19-05-2024,Approved,0.588572518,? 8722.63,Low Risk
CUST_00106,49,Male,Chennai,Salaried,1054644.25,941534.65,48,10.52,655,4,0,1311273.82,Business,17-11-2023,Approved,0.892750944,? 24115.56,Low Risk
CUST_00107,49,Male,Delhi,Self-Employed,1436265.68,392193.3,84,11.53,715,1,0,0,Personal,30-01-2023,Approved,0.273064591,? 6825.09,Low Risk
CUST_00108,54,Male,Chennai,Self-Employed,924794.4,991863.07,24,18.07,736,0,0,1835730.76,Home,21-06-2022,Approved,1.07252279,? 49551.43,Low Risk
CUST_00109,52,Male,Bengaluru,Self-Employed,439670.07,1286598.12,48,9.4,512,2,0,0,Business,29-09-2024,Rejected,2.926280881,? 32261.97,Medium Risk
CUST_00110,40,Female,Bengaluru,Salaried,1221691.31,1200859.76,60,9.97,620,4,0,1038641.68,Business,09-02-2024,Approved,0.982948598,? 25497.00,Medium Risk
CUST_00111,25,Male,Kolkata,Salaried,1971120.33,812258.7,120,12,813,1,0,240913.54,Personal,24-10-2024,Approved,0.412079713,? 11653.55,Low Risk
CUST_00112,56,Female,Bengaluru,Salaried,1709391.34,1163283.37,24,12.26,820,3,1,390729.39,Education,28-11-2021,Rejected,0.6805249,? 54901.14,Medium Risk
CUST_00113,26,Male,Jaipur,Self-Employed,617131.16,447954,84,10.83,827,1,0,1889053.28,Education,17-12-2021,Approved,0.725865147,? 7630.08,Low Risk
CUST_00114,57,Male,Mumbai,Self-Employed,966937.53,167773.14,84,15.98,552,0,1,0,Vehicle,01-08-2024,Defaulted,0.173509803,? 3330.41,High Risk
CUST_00115,36,Female,Pune,Self-Employed,886529.6,481279.11,12,15.07,576,0,0,746365.88,Education,03-10-2022,Approved,0.542879911,? 43455.34,Medium Risk
CUST_00116,43,Female,Bengaluru,Salaried,1979639.73,1152964.24,60,13.68,647,0,0,571045.88,Home,14-04-2021,Approved,0.582411144,? 26636.57,Medium Risk
CUST_00117,31,Female,Lucknow,Salaried,1346141.66,1095636.22,24,15.89,701,1,0,686226.92,Home,04-07-2021,Approved,0.81390856,? 53588.19,Low Risk
CUST_00118,34,Female,Mumbai,Salaried,1943367.27,123283.59,48,14.07,860,2,0,115537.07,Home,02-06-2023,Rejected,0.063438132,? 3373.24,Low Risk
CUST_00119,24,Female,Hyderabad,Salaried,921821.99,575659.48,36,8.31,680,1,0,1979272.33,Vehicle,01-09-2021,Rejected,0.624480091,? 18121.51,Low Risk
CUST_00120,42,Female,Chennai,Salaried,934437.17,1144699.5,24,14.13,713,1,1,1455824.51,Personal,30-11-2023,Approved,1.225014947,? 55030.65,Medium Risk
CUST_00121,31,Male,Lucknow,Self-Employed,845932.74,1122013.07,36,14.03,565,1,0,1169556.1,Personal,04-02-2021,Approved,1.326362034,? 38364.10,Medium Risk
CUST_00122,58,Male,Mumbai,Self-Employed,1472862.34,915518.94,36,18.14,751,2,0,0,Home,10-04-2024,Approved,0.621591655,? 33162.54,Low Risk
CUST_00123,64,Male,Lucknow,Salaried,1526010.82,1424897.5,12,9.6,712,1,0,487394.2,Vehicle,06-06-2024,Approved,0.933740103,? 125006.20,Low Risk
CUST_00124,24,Female,Jaipur,Self-Employed,1143380.32,350645.47,36,18.48,533,1,0,0,Personal,28-12-2023,Rejected,0.306674397,? 12761.27,Medium Risk
CUST_00125,65,Male,Kolkata,Salaried,1612382.63,328783.05,24,10.57,679,0,0,0,Business,14-12-2024,Approved,0.203911307,? 15258.31,Low Risk
CUST_00126,43,Female,Ahmedabad,Self-Employed,578005.01,467294.59,60,14.94,488,1,0,0,Education,18-08-2022,Defaulted,0.808461141,? 11102.19,Medium Risk
CUST_00127,51,Male,Jaipur,Unemployed,69757.36,443142.45,60,15.16,636,0,0,0,Education,14-04-2021,Approved,6.352626447,? 10579.58,Medium Risk
CUST_00128,24,Male,Chennai,Salaried,1384505.77,1090169.18,12,14.99,646,0,0,0,Education,14-04-2023,Approved,0.787406744,? 98391.69,Medium Risk
CUST_00129,39,Male,Mumbai,Self-Employed,792194.52,1366508.59,12,14.68,531,0,0,0,Home,25-12-2021,Rejected,1.724965972,? 123132.51,Medium Risk
CUST_00130,23,Other,Pune,Self-Employed,1410795.52,1192542.91,24,17.8,493,4,0,0,Home,04-09-2022,Approved,0.845298197,? 59421.46,Medium Risk
CUST_00131,55,Male,Bengaluru,Salaried,1971089.61,1284036.62,48,10.5,648,2,0,0,Business,17-01-2022,Defaulted,0.651434929,? 32875.68,Medium Risk
CUST_00132,64,Female,Bengaluru,Salaried,801541.24,935884.02,84,17.37,900,2,0,1371586.12,Education,15-10-2021,Approved,1.167605574,? 19326.19,Low Risk
CUST_00133,38,Female,Ahmedabad,Unemployed,51707.53,894568.09,60,7.63,447,2,0,324627.21,Business,24-11-2021,Defaulted,17.30053805,? 17980.62,Medium Risk
CUST_00134,40,Female,Ahmedabad,Salaried,1821701.23,582938.66,24,9.91,758,0,0,0,Vehicle,05-02-2023,Approved,0.319996853,? 26875.45,Low Risk
CUST_00135,34,Female,Lucknow,Salaried,1100407.73,1316045.83,12,13.28,585,1,0,0,Home,07-05-2021,Approved,1.195962,? 117718.58,Medium Risk
CUST_00136,55,Male,Chennai,Unemployed,100539.19,1289004.71,48,8.78,488,0,0,1069713.17,Home,18-07-2023,Defaulted,12.82091799,? 31942.45,Medium Risk
CUST_00137,40,Female,Pune,Salaried,1258649.01,418962.97,12,15.7,588,1,1,221143.83,Home,22-05-2021,Approved,0.332867199,? 37953.42,High Risk
CUST_00138,32,Female,Pune,Salaried,788054.2,592968.33,48,12.43,656,3,0,1931874.32,Vehicle,30-09-2021,Approved,0.752446126,? 15740.61,Low Risk
CUST_00139,35,Female,Mumbai,Salaried,603405.17,1468811.49,48,14.91,604,1,0,0,Education,02-08-2023,Approved,2.434204351,? 40811.14,Medium Risk
CUST_00140,28,Male,Pune,Salaried,1893597.61,941638.65,12,10.15,677,0,0,1376844.91,Home,17-05-2022,Approved,0.497274946,? 82850.70,Low Risk
CUST_00141,24,Male,Ahmedabad,Salaried,698376.77,389534.2,84,13.84,732,1,0,0,Education,11-09-2022,Approved,0.557770843,? 7265.49,Low Risk
CUST_00142,47,Male,Mumbai,Unemployed,180312.76,857241.27,60,17.18,695,3,0,1041679.5,Business,10-08-2024,Approved,4.754190829,? 21387.71,Low Risk
CUST_00143,45,Male,Jaipur,Self-Employed,580291.52,736602.29,120,9.98,580,3,1,209485.48,Personal,04-05-2023,Approved,1.269365939,? 9726.10,High Risk
CUST_00144,34,Male,Delhi,Salaried,712859.48,1387227.85,120,11.58,722,1,0,816619.15,Vehicle,19-05-2024,Defaulted,1.946004632,? 19567.34,Low Risk
CUST_00145,34,Male,Chennai,Salaried,1667906.05,489622.64,12,9.83,598,0,0,0,Personal,12-05-2022,Approved,0.293555287,? 43006.91,Medium Risk
CUST_00146,36,Female,Ahmedabad,Self-Employed,685453.28,601959.53,60,14.64,551,0,0,0,Personal,21-07-2021,Approved,0.878191917,? 14207.08,Medium Risk
CUST_00147,41,Male,Lucknow,Self-Employed,1178199.11,1302923.02,84,9.11,601,0,0,0,Personal,28-08-2022,Defaulted,1.10585979,? 21035.64,Medium Risk
CUST_00148,36,Male,Chennai,Salaried,945727.62,423123.8,120,12.87,748,2,0,1492267.25,Business,13-12-2021,Rejected,0.447405565,? 6285.29,Low Risk
CUST_00149,24,Male,Delhi,Salaried,612881.21,1420522.76,84,8.03,887,0,0,0,Home,19-12-2024,Rejected,2.317778285,? 22161.81,Low Risk
CUST_00150,24,Female,Lucknow,Salaried,1075216.42,1373489.61,84,12.87,543,0,0,1105893.53,Business,03-01-2024,Approved,1.277407585,? 24889.50,Medium Risk
CUST_00151,32,Male,Delhi,Salaried,1682367.28,810358.83,24,9.61,633,1,0,854103.2,Business,12-04-2023,Approved,0.481677717,? 37248.25,Medium Risk
CUST_00152,40,Female,Delhi,Salaried,1485301.74,997916.79,120,14.65,571,0,0,1004409.69,Home,10-12-2024,Defaulted,0.671861322,? 15886.67,Medium Risk
CUST_00153,27,Female,Mumbai,Salaried,1037646.41,383161.42,120,15.12,722,1,0,0,Business,18-01-2024,Approved,0.369260103,? 6209.92,Low Risk
CUST_00154,41,Male,Hyderabad,Salaried,1878902.81,901202.35,120,16.53,599,2,0,1171520.58,Vehicle,08-03-2023,Approved,0.479642877,? 15395.32,Medium Risk
CUST_00155,65,Female,Jaipur,Salaried,952538.56,1130912.01,36,8.09,690,1,0,1561110.74,Vehicle,24-03-2023,Approved,1.187261133,? 35485.64,Low Risk
CUST_00156,49,Male,Chennai,Salaried,1378009.01,851904.7,48,12.25,558,2,0,1275370.19,Education,31-12-2024,Defaulted,0.618214173,? 22538.63,Medium Risk
CUST_00157,45,Male,Delhi,Salaried,945999.99,182704.62,36,12.39,709,2,0,918861.08,Vehicle,11-02-2024,Approved,0.19313385,? 6102.50,Low Risk
CUST_00158,56,Male,Lucknow,Salaried,452352.03,1187436.15,120,11.74,654,0,0,1812158.49,Education,17-03-2024,Approved,2.625026686,? 16858.26,Low Risk
CUST_00159,30,Male,Pune,Self-Employed,378827.36,450144.71,36,12.83,620,0,1,1287564.01,Vehicle,16-06-2024,Defaulted,1.188258182,? 15130.32,Medium Risk
CUST_00160,46,Male,Lucknow,Salaried,817918.59,600840.44,120,11.12,762,0,0,0,Vehicle,06-10-2021,Approved,0.734596875,? 8317.44,Low Risk
CUST_00161,46,Female,Ahmedabad,Self-Employed,1088644.6,1115567.83,84,12.9,568,1,1,1651339.58,Personal,18-01-2023,Defaulted,1.024730964,? 20233.77,High Risk
CUST_00162,55,Male,Jaipur,Salaried,1306785.96,89028.36,84,12.58,706,2,0,1416387.03,Personal,10-10-2024,Approved,0.068127729,? 1599.34,Low Risk
